Token,Cosine
people_A21473_1_cls,0.2148356970370285
people_A19486_1_cls,0.21281037567638036
people_A19143_11_token,0.21173644642969353
people_A24274_9_token,0.2088625730745521
people_A24442_1_cls,0.20848544145350068
people_A22453_1_cls,0.20821994816850176
people_A25159_1_cls,0.2077655815311617
people_A05022_13_token,0.20713551214771134
people_A27107_16_token,0.2070392083893305
people_A25067_1_cls,0.20638850397794578
people_A23146_11_token,0.20547411324282458
people_A29022_7_token,0.20525570367261467
people_A19125_10_token,0.20478189765629387
improve_A22486_14_token,0.20355719886227788
##ated_A27118_18_token,0.20341554441517276
people_A18144_8_token,0.20312745568746302
promote_A19491_7_token,0.20227476110959036
people_A12043_10_token,0.20125199391723575
safe_A24274_4_token,0.2006937559139425
##ded_A29022_14_token,0.20050071759458055
people_A05058_4_token,0.2004218383161954
activism_A22084_5_token,0.2001931951330727
people_A22200_14_token,0.2000449974961348
support_A29393_13_token,0.19999087841272364
encouraging_E04106_16_token,0.1999064678963832
encouraging_E07040_16_token,0.1999064678963832
support_A26084_5_token,0.19986074390841926
respected_E05072_30_token,0.19950268129677448
people_A19347_8_token,0.19930512149490962
harmful_A30223_3_token,0.19924764460188138
people_A22017_5_token,0.19924164501423033
people_A12148_11_token,0.199141737365874
promotes_A22458_3_cls,0.19904771720956316
people_A24442_1_token,0.1989549008917625
people_A19421_10_token,0.19892402079223967
get_A19143_13_token,0.1988123833438832
adopt_A19393_4_token,0.19872770574158707
people_A29305_7_token,0.19859571556822042
people_A27062_5_token,0.19856871406562507
people_A21473_1_token,0.19856276335275508
##s_A12148_22_cls,0.19854683708643975
students_A28301_27_token,0.19851583816083965
##ze_A30189_6_token,0.19848505386950027
healthy_A19491_8_token,0.1983359982013376
enforcing_A19362_11_token,0.1982476655062921
people_A25430_8_token,0.19812547829818344
people_A28263_7_token,0.19808923901751996
problematic_A20173_6_token,0.19802084142891538
##h_A19143_6_token,0.19777161115701353
respect_A20328_8_token,0.19771993935087445
feel_A29022_8_token,0.19769798847569559
activism_A27465_19_token,0.19754869240763379
people_A28029_7_token,0.19749122560688614
participate_A19421_28_token,0.1974539131538798
ideology_E05071_19_token,0.19733202374267886
reflect_A22288_31_token,0.19719048685813842
succeed_A18301_15_token,0.19716363048873267
peoples_A20328_9_token,0.1971101355233644
showcasing_A28320_20_token,0.1970561640270497
leaders_A12407_6_token,0.19696796108700204
make_A07001_6_token,0.19690085889278452
people_A25159_1_token,0.19689340856329077
many_A24075_1_cls,0.19689009321017528
accept_A24274_3_token,0.19683862556498777
claim_A05058_6_token,0.19682779080807603
change_E07191_11_token,0.19680883475358776
recognized_A23360_17_token,0.1967987303863125
people_A12407_12_token,0.1966668409291863
students_A25129_8_token,0.19659717720470146
reflect_A12407_7_token,0.19658076786541653
influence_A24148_8_token,0.1964986006816446
adopt_A19137_4_token,0.19636808861801652
##ive_A07039_5_token,0.1963278337398913
people_A27238_3_token,0.19625881710322662
raise_A24442_8_token,0.1961757820765827
people_A12239_2_token,0.19616573586587369
person_A12360_16_token,0.19610650441921523
##ze_A24132_7_token,0.1961064951520583
##ize_A25110_12_token,0.19598774285415602
people_A19137_13_token,0.19595844539053625
people_A12316_6_token,0.19590124667199107
recognized_A20453_5_token,0.1957606107272526
respect_A27465_4_token,0.19561297073674702
##ble_A20484_11_token,0.19559623679334973
social_A25345_15_token,0.19559390794300913
create_E06093_9_token,0.19557088104122222
people_D02035_33_token,0.19554586386134962
hurt_A28080_17_token,0.19537936257514818
people_A23012_7_token,0.19523753705438898
safe_A19421_7_token,0.19518242498317517
people_A19393_11_token,0.19516586882922196
learn_D01106_14_token,0.19515849252715142
mechanism_A30134_6_token,0.19511858116566702
mechanism_A30134_6_cls,0.1950110938605361
reflective_A22288_14_token,0.1949467076077178
problems_A24173_6_token,0.1949461123412278
make_A19461_7_token,0.1949013547972548
boost_E02003_23_token,0.1948800151830779
adopt_A22486_3_token,0.1948286792971157
people_A19177_4_token,0.19481440562210692
change_E07065_15_token,0.1947230172274487
##lous_A19496_16_token,0.19468987948084243
taken_A20173_20_token,0.19467626386490117
promote_E07277_6_token,0.19462680542010657
activists_A22084_17_token,0.19452427691432983
represented_A19347_14_token,0.19440954053950196
people_A22288_32_token,0.1943812305782125
judge_A28425_11_token,0.1943330076994148
strict_A23461_5_token,0.19425892393994568
visibility_A24368_17_token,0.19420070946779316
people_A19486_1_token,0.19417118701951055
necessary_A19491_5_cls,0.19413603413996733
wearing_A24304_15_token,0.19408160434371563
people_A07001_4_token,0.19390533608511876
bring_A27238_9_token,0.19386970039014362
widen_A07001_9_token,0.19385816391562552
lack_A26100_4_token,0.19371286840479449
improve_A12148_19_token,0.1936878617614909
people_A23349_30_token,0.19366033515788425
celebrate_A26084_16_token,0.19365969071764313
express_A27465_17_token,0.19363568361783318
get_A28087_10_token,0.19360818816090453
people_A19456_2_token,0.19359246082252357
students_A21267_4_token,0.19358429258618995
people_E07065_6_token,0.19357365678770858
adopt_A29393_24_token,0.19353060931070165
encourage_A05058_3_token,0.19348109326558055
push_A18192_8_token,0.19345623762728328
controversy_A30343_5_token,0.19342212502386888
celebrate_A28029_12_token,0.1934163234998307
accept_A24274_3_cls,0.19340754975014784
people_A22453_1_token,0.19340484224633298
aware_A29224_9_token,0.19337686774439777
recognized_E05072_28_token,0.19329890305108408
foster_E07027_27_token,0.19320496665626066
riots_A23146_18_token,0.19317270655048419
groups_A09080_8_token,0.19315298536030182
companies_A27174_3_token,0.1931453352326808
people_A18068_25_token,0.19311506422856392
adopt_A18046_3_token,0.1930914273779634
get_A27163_12_token,0.19302700924369848
support_A20301_16_token,0.19299924298139337
##h_A19421_6_token,0.19293909608324838
participate_E02021_31_token,0.1929140925573806
##ising_A12440_2_token,0.19284427969497023
facilitate_E07135_24_token,0.19280466566717583
liberated_A18301_13_token,0.19276424844530085
policy_E07040_24_token,0.19273918635863935
policy_E04106_24_token,0.19273918635863935
people_A20171_4_token,0.19271377364809172
##ative_A19455_17_token,0.192697593437444
people_A18248_19_token,0.1926673044131346
people_A27425_10_token,0.19266178318013807
people_A18068_1_token,0.19260103365216152
increase_A30214_9_token,0.19257944556468917
develop_A21397_20_token,0.19255221135841644
elements_D01034_27_token,0.1925489321960183
allow_A30134_8_token,0.19248398610621312
progressive_E05060_28_token,0.19240955283620081
adopt_A22483_3_token,0.19239750871368944
individuals_A21134_8_token,0.19224286981438568
generous_E07040_22_token,0.1922148647696079
generous_E04106_22_token,0.1922148647696079
remove_A22141_2_cls,0.19208656466539137
acceptable_A20301_30_token,0.1920118124994364
promoting_E07244_22_token,0.19200791547375953
uphold_E07277_8_token,0.19198306049267835
protect_E07197_68_token,0.19197216880239631
offer_A15014_17_token,0.1919390809684642
behavior_A24236_13_token,0.1919238790907961
culture_D01034_30_token,0.19187192163591163
enforce_E05068_95_token,0.19185800522573748
people_A19383_3_token,0.1917576551620583
##gn_D01085_25_token,0.191753039728836
##lated_A09007_7_token,0.1916741992830568
awareness_A24442_9_token,0.19165957236972597
people_A24335_9_token,0.1916446571455088
government_A22200_17_token,0.19164270184360774
protected_A07031_20_token,0.1916392364564641
understanding_E06093_6_token,0.1916281565758689
##ing_A29271_24_token,0.1916238486232066
recognized_A19125_29_token,0.19160329345680158
people_E07196_2_token,0.19159453823025943
people_A18426_10_token,0.1915470621216003
celebrate_A27238_5_token,0.19146291924856404
people_A24384_4_token,0.1914516607315104
##s_A27236_11_cls,0.1914222138173624
people_A19320_5_token,0.19134636644168562
disrupt_A23146_20_token,0.1913046347164031
executives_A24229_1_cls,0.19127777101486687
suppression_A18301_29_token,0.19127464501208333
promote_A19491_7_cls,0.1911963024164435
isolation_A21341_4_token,0.19118197292711223
##ize_A23196_4_token,0.19117193904258586
problematic_A20173_6_cls,0.1911645088530588
##ing_E05060_12_token,0.191139329466553
people_A01011_7_token,0.1911336092369312
solutions_E07027_70_token,0.19111451174849828
allow_A18301_5_token,0.1910980317453785
prohibited_A25345_8_token,0.19107224471355155
benefits_E07227_46_token,0.1910702018364771
people_A24304_6_token,0.19104250641089165
people_A22288_9_token,0.19103991863433828
people_A15020_25_token,0.19103375375348336
society_A27198_11_token,0.19095296354377927
people_D01029_56_token,0.19092376145787732
##h_A19314_6_token,0.19085972365276788
##phobic_A12316_5_token,0.19083663219015515
adopt_A23076_3_token,0.19083318705520239
improve_A20088_17_token,0.19079302736932027
communication_A23076_12_token,0.19077531208673393
##te_A15020_31_token,0.19074018588662994
unnatural_A20484_6_token,0.19072289835012118
judged_A22316_23_token,0.19071524955209487
encourage_A24446_17_token,0.19065966239767157
comfortable_A29022_9_token,0.19057292473655008
taking_E02021_64_token,0.19053854960124886
good_A22362_13_token,0.19053383920661082
gaining_A19332_9_token,0.19052076403291035
##d_A23360_22_token,0.19051961986578927
##ical_A24236_8_token,0.19051823898582942
adding_D01034_26_token,0.19046391658836562
leaders_A27252_25_token,0.19043668886411202
people_A19125_14_token,0.1903550588617979
groups_A27198_7_token,0.19034251936782876
people_A24431_4_cls,0.19034166939145936
people_A24265_12_token,0.19032832986336046
growth_D01112_37_token,0.1903272375207705
##d_A24431_22_token,0.19032619233352124
allowing_A19496_1_token,0.19027342681736345
people_A19456_2_cls,0.19023913536171902
##ing_A20484_16_cls,0.19023910366252963
feel_D01112_8_token,0.1902210533625178
get_A15020_15_token,0.19021769235617816
recognised_A27198_15_token,0.19012625827412744
adopt_A20486_3_token,0.19012346590740956
important_D01034_40_token,0.1900810814560599
spaces_A19421_8_token,0.19007191425576694
activism_A19461_21_token,0.19006699852260597
suffering_A29126_13_token,0.19004339044535493
free_A30189_25_token,0.19003632482625657
facility_D01034_11_token,0.19003362736257148
adopt_A05022_3_token,0.18995720860129864
guidelines_A23461_6_token,0.18993036399137336
sometimes_A27263_1_cls,0.18992866102478947
provides_A22042_15_token,0.18992722599266493
oppose_A19456_9_token,0.18992381771005445
values_E02026_25_token,0.18988421749533854
##ed_D01081_50_token,0.18988393158441907
due_A28298_7_token,0.18988267743457718
want_E05076_3_cls,0.18987788222827937
people_A28080_12_token,0.18987238760731429
concepts_A25067_15_token,0.189867494596555
assist_A27174_10_token,0.18986413673462776
survive_A19164_8_token,0.18982021615245118
##ing_A29126_16_token,0.18976919724857935
choices_A20328_10_token,0.18975530223118448
respecting_E05071_22_token,0.18968355800574868
##ting_A20484_5_token,0.18966737911928738
maintain_A30251_13_token,0.18964655636198513
peaceful_E07135_38_token,0.18963630145285465
people_A24075_28_token,0.18963494106929824
people_D02029_55_token,0.18962915562134242
due_A28298_7_cls,0.18962408743036074
people_A09046_12_token,0.18962013104888706
limit_A22084_3_token,0.18959532643325744
creates_A22347_2_cls,0.1894429953196856
##uring_E07046_13_token,0.18942655899279626
innovations_A07031_19_token,0.18938034199188075
##ivism_A19177_2_cls,0.18934141480781902
criminals_A22316_21_token,0.18927864114786272
citizens_A23146_25_token,0.18921718029136392
establish_E07027_79_token,0.1891953554710756
##nified_E07177_33_token,0.18916968493575012
companies_A23461_2_token,0.18916250535190784
treated_A30251_23_token,0.18915486260255085
putting_A30259_25_token,0.18911933104836845
companies_A15010_3_token,0.18905364157161939
##s_A22470_6_cls,0.18905139016354178
person_A24107_7_token,0.18904719184110425
adopting_A30334_2_cls,0.1890313742472118
take_A22333_8_token,0.18901505610380256
people_A24416_8_token,0.18895769841503526
engaging_A24236_10_token,0.1889495959992686
##ship_A18197_5_token,0.1888782067592977
safe_A24384_1_cls,0.18885385172730043
##ing_A30223_7_token,0.18885158357239842
go_E07027_17_token,0.18884781005919246
##ze_A27118_7_token,0.1888421702880668
evolve_E07027_72_token,0.18880403953542396
realize_A27062_6_token,0.18877874334477934
effective_A22030_9_token,0.18876159233834058
##zed_A27118_30_token,0.18872012160640964
enable_A27238_2_cls,0.18870058604894974
tools_E07244_38_token,0.18870007819652962
represent_E07278_3_token,0.1886494938569666
##ized_A07055_15_token,0.18863224151882024
cultural_A23364_20_token,0.18860166731673983
people_A30134_10_token,0.18859388039524552
people_E07227_30_token,0.1885317935761934
express_A29305_9_token,0.1885283856385003
functioning_D01085_16_token,0.18849593086528
##ism_A12107_13_token,0.18849083100058983
celebrate_A20355_18_token,0.1884814498913368
show_A22288_8_token,0.18846588291737237
people_A18369_7_token,0.18845636152400538
spread_A09080_10_token,0.18842465064429287
adopting_A30334_2_token,0.18835962299148054
##ing_A28338_18_token,0.18832128051949315
beliefs_A20453_2_token,0.18831950456756474
promote_E07270_17_token,0.18831545822834297
bring_A25492_6_token,0.18830723759142753
people_A04016_22_token,0.1882807295299657
ignoring_D27016_31_token,0.18826623873685944
bring_A29389_4_token,0.18821069165515134
group_A26084_18_token,0.18820724366475614
oversight_A23461_9_token,0.188198692292242
raise_A24132_16_token,0.1881881916494936
abilities_A29322_10_token,0.1881715023975785
use_A12043_5_token,0.18816916033103767
seen_A10013_4_cls,0.18815836462918228
maintain_A30251_13_cls,0.1881497383430561
invasive_A07039_11_token,0.1881428282046339
citizens_E05068_102_token,0.18813394230911806
necessary_A24368_16_cls,0.18813076896930303
people_D01097_25_token,0.1881291944171228
adopting_A24207_27_token,0.1881211064257843
##h_A28320_6_token,0.1881058146644463
licensed_A23196_15_token,0.18810287912839338
##zing_A20378_4_token,0.18810203416539292
opinions_A21071_30_token,0.18808503540106772
encourage_A05058_3_cls,0.18802363908509884
support_A24500_14_token,0.18801334301633146
##al_A19403_11_token,0.18800354527946916
group_A26084_11_token,0.18798555273866072
norms_A20484_13_token,0.18792813954453594
creativity_A29051_7_token,0.18790906250366682
people_A21071_6_token,0.1878713764445976
stereotypes_E02017_62_token,0.1878682848227707
##h_A07031_5_token,0.18786441461885275
people_A18389_1_cls,0.1878592444686439
earning_A28320_24_token,0.18785174164753474
##ing_A28301_26_token,0.18782447364822996
result_A25345_12_token,0.18779567866252134
information_A27118_11_token,0.1877682876895471
included_A18301_11_token,0.18776793006265322
shows_A20322_19_token,0.18774950216086064
remove_A22141_2_token,0.1876955359144445
##ize_E02016_25_token,0.18768957781269724
achieving_A12461_6_token,0.18768577607456888
people_D02014_1_cls,0.18767538095709532
see_E05076_5_token,0.18759288676565566
want_A19137_20_token,0.18758858350605442
keep_A19362_4_token,0.18758207169093685
need_A28263_2_cls,0.18757058296773063
resentment_A24191_13_token,0.18756782526382032
representation_A28263_4_token,0.18753605562680514
##izing_A30223_13_token,0.18753517834139236
exploit_A22017_4_token,0.18753264341317452
