Token,Cosine
people_A29148_1_cls,0.2144768231760257
people_A18338_1_cls,0.21210541777194492
people_A07049_19_token,0.21209167953704633
##ized_A27386_12_token,0.21045663756772248
people_A24027_1_cls,0.21032943357130418
##press_A18241_33_token,0.20951986258730484
##ize_A20176_5_token,0.20909993818810402
controversial_A22393_4_token,0.20844938165038726
people_A24430_1_cls,0.2083817439209637
people_A09039_8_token,0.20806746685977
employ_A17002_16_token,0.2079203989263342
people_A20418_1_cls,0.20785185600083972
##ize_A29155_5_token,0.2074412919220857
people_A30059_1_cls,0.20742301359063103
people_A30303_5_token,0.20693774106062426
embrace_E04035_21_token,0.20649265569608283
controversial_A05033_5_token,0.20639369212490083
people_A12346_1_cls,0.20635987642160378
##ize_A19193_5_token,0.2062817574141328
people_A13010_4_token,0.20617229465588002
people_A20467_18_token,0.20616630978818937
##ize_A21035_17_token,0.2061641900789433
adopt_A30350_6_token,0.2060617290163153
people_A25362_2_token,0.20600962867866088
activism_A12291_5_token,0.20590843019778013
activism_A20338_5_token,0.2055158010743205
people_A19125_10_token,0.20527040116187173
people_A24146_8_token,0.2048616268857025
##ize_A28481_5_token,0.2046172671702187
people_A12401_9_token,0.20443032715017495
people_A20293_1_cls,0.2043445780216281
##ize_A20342_6_token,0.20433812991087305
people_A22255_1_cls,0.2043124364008979
people_A21035_4_token,0.2042825490445503
##ize_A24181_5_token,0.20426744052885004
##ized_A12493_7_token,0.2042425228857004
people_A12223_16_token,0.20416097224357924
populations_A28150_18_token,0.2036625995226301
embrace_E07223_22_token,0.20365737697781297
##ity_E02001_27_token,0.20362998346679773
respected_A29290_8_token,0.20320485898560942
celebrate_A24017_8_token,0.20319099963912893
##ize_A25241_5_token,0.20316580883453378
people_A20009_17_token,0.20290266390370126
people_A30350_12_token,0.20287937473031686
people_A18392_10_token,0.20267461122571778
adopt_A04013_4_token,0.2024456835410243
##ized_A23341_7_token,0.20241353092851985
adopt_A20009_4_token,0.20239091640739396
people_A26081_1_cls,0.20236635363186056
people_A18048_1_cls,0.20233692875299505
people_A28115_8_token,0.20213561382059583
people_A21372_1_cls,0.20208173916663652
respected_E05072_30_token,0.2015651854350647
adopt_A22148_4_token,0.20134204575212644
adopt_A19393_4_token,0.20132475063265967
ideology_E05071_19_token,0.20117145865700178
making_A26023_8_token,0.20101884476536228
people_A27469_10_token,0.20089474454574469
promote_A19491_7_token,0.20084330744103412
people_A12430_12_token,0.20084203746009283
adopt_A22070_36_token,0.2007577100919202
people_A23408_1_cls,0.20074241572902315
live_A24146_2_cls,0.2007312229596328
adopt_A13016_4_token,0.20068840753234993
people_A19369_8_token,0.20049835931052123
