Token,Cosine
people_A29148_1_cls,0.21381952736501386
##ized_A27386_12_token,0.21242019760964684
##ing_A21273_8_token,0.21226774162220083
employ_A17002_16_token,0.21022527051524473
##ized_A30199_6_token,0.20906735763156023
progressive_E05061_13_token,0.2090215560391643
##ize_A29155_5_token,0.20824261974500222
adopting_A25425_1_cls,0.20811366862585756
destroy_E05061_11_token,0.20804643894792466
people_A25327_5_token,0.2078195562268724
people_A12312_13_token,0.20726906917329846
kill_A21274_16_token,0.2071987181795136
##s_A25167_33_cls,0.20704601172889983
people_A29391_15_token,0.20693816263476283
take_A07082_13_token,0.20676709350002734
controversial_A22393_4_token,0.20615360886941486
violence_A19382_10_token,0.20610471420871573
exhibit_A27387_4_token,0.20599497702890088
undermine_A18065_16_token,0.20572036894623139
##ize_A24123_5_token,0.2052793728437475
enforcing_A19362_11_token,0.20500291851852143
people_A15005_1_cls,0.20489443251926479
activism_A12291_5_token,0.20464869849781447
people_A07082_11_token,0.20461441775514974
take_E07006_15_token,0.20459717149912823
people_A28067_2_token,0.20452914877175976
##ized_A23341_7_token,0.2045214671498605
people_A27107_16_token,0.20444364656783923
people_A23146_11_token,0.204429538900578
##ize_A27399_5_token,0.20426116517884046
serious_A28462_17_token,0.20423607517786824
repression_E05052_14_token,0.20422125001850472
people_A05022_13_token,0.20405868092600382
##ize_A20342_6_token,0.20395115385506424
##ize_A21010_5_token,0.20392713498168805
activism_A20338_5_token,0.20388967565280947
people_A09009_10_token,0.20388439581239715
adopt_A30350_6_token,0.2038840589424679
people_A28326_23_token,0.20376712456017926
people_A23495_4_token,0.20372770059241968
people_A30303_5_token,0.20360701725125885
people_A19075_11_token,0.20357149588799126
activism_A22084_5_token,0.20342248217522937
illegal_D27044_6_token,0.2033126793814342
people_D01027_1_cls,0.203243938255675
dangerous_A12006_7_token,0.2031102645150287
people_A25128_19_token,0.20308149189933059
limit_A24364_8_token,0.20272929141520032
people_A30139_8_token,0.20271640907791472
suppression_A12500_6_token,0.20263546093739074
people_A26025_7_token,0.20257494965129116
many_A24055_1_cls,0.20251937597027037
##ize_A25128_5_token,0.20233811295080686
people_A20467_18_token,0.2021824528790217
peaceful_A25103_23_token,0.20216016748003562
activities_A29350_17_token,0.2021503099850369
dangerous_A28182_4_token,0.2021104171288213
##ze_A24380_7_token,0.20208698719155466
force_A30253_8_token,0.20205926007544212
violence_E06077_6_token,0.20201916533679956
##ize_A28331_9_token,0.20201595720529625
people_A24468_1_cls,0.20192514413169452
violence_A30270_10_token,0.20184308920743366
aggression_E06077_1_token,0.2018045465676598
activities_A25235_18_token,0.20174937830446332
risky_A23215_14_token,0.20148326780764586
##ze_A19286_7_token,0.20145486059680412
people_A22443_11_token,0.20140870021175816
dangerous_A22355_5_token,0.201269311427549
people_A20361_22_token,0.2012165111465006
behavior_A27352_10_token,0.20118592542678795
people_A25103_26_token,0.2011716504462554
individuals_E06050_26_token,0.2011336638879191
illegal_A30163_8_token,0.20093315846954127
policing_A18293_9_token,0.2009239753347735
people_A20435_10_token,0.20084362267804967
