Token,Cosine
people_A23002_14_token,0.2161421349049106
people_A28326_23_token,0.2135877018947124
people_A20360_8_token,0.2126647322906907
people_A05080_13_token,0.21258618464496118
people_A27110_16_token,0.21169837780039233
people_A12148_11_token,0.20958425076668968
people_A18125_7_token,0.2088389148911192
people_A28029_7_token,0.2087722477579397
people_D02030_15_token,0.20854342129222583
people_A22354_18_token,0.20850002924510108
people_A20228_1_token,0.2083653627687858
people_A21206_19_token,0.20759740996069875
people_D02030_35_token,0.2074763852839316
healthy_A19491_8_token,0.20687883836181858
people_A18216_1_cls,0.20679109879055915
people_A18216_1_token,0.20675584403146857
promote_A19491_7_token,0.20674012171033818
provide_A21401_8_token,0.20641500518315342
people_A12292_5_token,0.20622439192456388
products_A07089_19_token,0.20588524992111126
people_A21076_5_token,0.20586353232331497
people_A19349_7_token,0.2057654670209768
people_A22054_19_token,0.20561325904694694
people_A27238_3_token,0.20560203975968186
people_A30252_1_cls,0.20541109562965862
allow_A18042_19_token,0.20540631201182052
support_A27369_4_token,0.20511160465522937
improve_A12148_19_token,0.20499905549566666
promote_A21469_4_token,0.20480245904369831
make_A18125_11_token,0.20467061644817416
##ism_A24287_10_token,0.2042033069917332
improving_D01033_8_token,0.20415747898983894
people_A20171_4_token,0.20410195749883323
affordable_A12112_12_token,0.20410129034810576
people_A19128_8_token,0.2040624982273419
learn_A05080_15_token,0.20388529678260048
people_A19114_10_token,0.2034421164899695
##ze_A28500_21_token,0.20277352235185714
support_A07051_5_token,0.20260914221975335
make_A30256_30_token,0.2024676793656891
people_A26070_11_token,0.20240264723613918
unique_A19366_3_token,0.2018846207428016
entertainment_A23490_16_token,0.2017761521692895
people_A30256_11_token,0.20173856888551608
celebrate_A28029_12_token,0.2017100685840158
improve_A20360_14_token,0.2015960124908241
##s_A12148_22_cls,0.20151361247949434
increases_A22054_10_token,0.20127232730680358
people_A12112_15_token,0.20126999348681326
increase_A18422_2_token,0.2012030606555536
people_A18281_11_token,0.20109953499059044
feel_A21199_15_token,0.20100490514661967
convenient_A22392_4_token,0.20089132026903206
people_A19331_1_cls,0.2008255890935485
people_A19328_2_token,0.200511985925506
see_A23002_16_token,0.2002058627838973
activities_A21401_18_token,0.20012514691603414
make_A21289_7_token,0.20012135329914005
people_D01029_56_token,0.20003228119020094
people_A19054_9_token,0.19994328439099948
people_A23084_8_token,0.19988896869529582
people_A21289_1_token,0.19983656395090288
selling_A28317_12_token,0.199825667777817
people_A20085_12_token,0.19981909419036648
people_A18062_5_token,0.1996814662220355
people_A27103_10_token,0.19964095102788149
animals_A23002_17_token,0.19960098497798492
people_A19239_2_token,0.19960063102766232
educational_A18042_29_token,0.19947676033320538
celebrate_A27238_5_token,0.19933664165512593
##ing_A29271_24_token,0.19916322817884122
people_A17004_4_token,0.19910213819507167
##ism_A21076_10_token,0.19908000450355537
##ized_A07050_5_token,0.19881604362736602
confident_A28103_16_token,0.19877365695620705
people_A24176_21_token,0.19875880497674767
boost_A12433_18_token,0.19870066041956683
empowered_A22354_22_token,0.19858419217468215
people_A12140_2_token,0.19848928079956035
help_A22129_6_token,0.19840393542123463
people_A18109_21_token,0.19828254296904124
get_A19328_5_token,0.19815325157815647
excellent_A20090_5_token,0.19813588174778127
interact_D02030_33_token,0.1981279652120179
bring_A27238_9_token,0.19796293108833818
interactions_A12182_16_token,0.1978079999668848
entertaining_A27168_4_token,0.1977594273794441
##ized_A25245_5_token,0.19766025895470024
##ting_A05080_8_token,0.19765408312853708
people_D01033_20_token,0.1975737144663437
provide_A19366_2_token,0.19751798946646196
celebrate_A27369_13_token,0.19739120498795423
dangerous_A09031_9_token,0.19737818781494068
people_D02029_55_token,0.1972473413176999
allow_A22354_17_token,0.19703036587881165
people_E05146_96_token,0.19692187858519478
boost_A19050_3_token,0.19689828948978524
people_E05146_4_token,0.19683189932631967
go_A20228_10_token,0.19675235990070353
provide_A21401_17_token,0.19674335281625788
events_A20294_15_token,0.1966869906439382
talking_D01126_73_token,0.196649453963421
people_A18124_6_token,0.19660108673785887
surgery_A12148_6_token,0.19659000918443278
people_A24176_16_token,0.19657583091041902
people_A23006_24_token,0.1965658824477773
adults_A22353_28_token,0.19655635276734526
important_A24287_6_token,0.1964255371759893
turmoil_A20469_13_token,0.1963747873873055
allows_A20294_12_token,0.19629676398813634
people_A26059_5_token,0.1962590372023286
maintaining_D01033_6_token,0.19622369085275035
allow_A21076_3_token,0.1960750566732557
people_E05146_44_token,0.1960463494285518
athletes_A12305_8_token,0.19599746970066195
encourage_A27143_4_token,0.19595552977451447
provide_A21199_4_token,0.1959411181079871
good_A30256_31_token,0.1959364459933699
useful_A28317_13_token,0.1959107740780316
people_A23483_22_token,0.19590762058956715
entertaining_A21204_7_token,0.19589721829219184
drive_A18124_10_token,0.19583141503868795
experiences_A12182_14_token,0.1958140903331626
allow_A12433_3_token,0.19578082941236985
meaningful_D01126_82_token,0.19570697056023165
##ive_A18109_12_token,0.1956269475044329
make_A18062_6_token,0.19561822211005256
people_A17004_15_token,0.1954816364014339
everyone_A20473_1_cls,0.19540187794911235
students_A28455_18_token,0.1953988504807633
people_A24378_6_token,0.19537171989992927
##te_A24378_10_token,0.19527716488760669
interaction_A20294_17_token,0.1951349969992889
provide_A19366_2_cls,0.1951123334859547
people_A22253_4_token,0.19509832650366318
improve_A29271_31_token,0.19505413511630884
people_A24011_26_token,0.19505188300003562
people_A09013_7_token,0.19493330187918084
##ize_A22268_4_token,0.19492594745972472
build_D01033_44_token,0.19490305531708377
feel_A22354_20_token,0.19466360332042265
allow_A21103_3_token,0.19461201646215176
people_A19233_13_token,0.19459286929014977
children_A18433_1_token,0.19457003023571315
help_A09053_9_token,0.19455475490729368
interaction_A28222_20_token,0.19455457513485758
##s_A19050_4_token,0.19446561431409645
provides_A28500_2_token,0.19445970554394587
animals_A18042_24_token,0.19436448573933793
get_A12112_22_token,0.19435772267637327
everyone_A07051_9_token,0.1943057665096121
regain_A09076_22_token,0.19426375769532575
person_A18325_2_token,0.19419689599381348
communicate_D02029_52_token,0.1941805464364348
individuals_A12066_8_token,0.19413054828260562
##h_A23490_6_token,0.1941063279991703
##s_A21103_13_token,0.19406350933030506
enjoyed_A20294_20_token,0.19402767653550637
connect_D02030_12_token,0.19392438298001333
beneficial_A19349_5_token,0.19388065457998474
allow_A17004_3_token,0.19387098481629406
learning_A25124_4_token,0.19385787994458925
##truct_A22471_7_token,0.19383954106157714
boost_A21199_5_token,0.1938220530213222
##s_D27071_16_token,0.1937303536111206
personal_A12140_4_token,0.19371288656977478
halt_D02076_6_token,0.19370351753870782
##ising_A12440_2_token,0.19368620427254635
spend_A09013_9_token,0.19362320568274707
decisions_A18125_14_token,0.19361241366168064
bring_D27071_8_token,0.19360274009406567
push_A28326_21_token,0.19359455452661636
people_A22011_1_cls,0.19353438887679786
bad_A18125_12_token,0.1934982334820156
adopt_A18411_4_token,0.19346131634348157
allow_A17004_3_cls,0.19336232865414424
people_D02029_13_token,0.19336090334760325
actors_A07073_9_token,0.19325779532362672
people_A12245_2_token,0.19324176427695502
express_A29271_16_token,0.19304603800546322
inspire_D01033_32_token,0.19304173751935627
people_A30252_1_token,0.1930231949074001
take_A23483_14_token,0.19300311652495514
food_A07037_18_token,0.19291687076044545
celebrate_A20412_17_token,0.19287772924527638
people_A21289_1_cls,0.1928735009410925
support_A27369_4_cls,0.1928235406589787
life_A27257_10_token,0.19282187514751395
illegal_A26059_16_token,0.19279925367113027
provides_A30256_3_cls,0.1927870593921483
provide_A20090_3_cls,0.1927703600703624
express_A21076_7_token,0.19269459751020704
connecting_D01033_23_token,0.19266134932395498
safe_A22011_12_token,0.19264585524514935
celebrate_A30322_13_token,0.19258812701462164
important_A24287_6_cls,0.1925778306192822
people_A12199_1_cls,0.19256358737485452
come_A28029_9_token,0.19248193216437606
believe_A19239_3_token,0.19247978211216218
see_A07089_17_token,0.19247555605815458
